Test.data,Classifier,Feature.Selection,Features,Additional.Information,Discretisation.method,Discretisation.width.number,Number.of.features,AUC,fscore2,precision,recall,Features
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,10,0.75,0.56,0.35,0.68,"IVH_RVRI_90_0.2, IVH_RVRI_80_0.2, IVH_AVRI_90_0.2, Shape_leastaxislength_0.2, GLCM_infoCorr2_0.2, Stats_skewness_0.2, GLDZM_IV_0.2, IVH_AVRI_80_0.2, IVH_RVRI_70_0.2, IH_skewness_0.2"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,6,0.53,0.24,0.18,0.28,"IVH_RVRI_90_0.1, IVH_RVRI_80_0.1, IVH_AVRI_90_0.1, Shape_areaDensityBB_0.1, IVH_RVRI_70_0.1, Shape_leastaxislength_0.1"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,7,0.69,0.45,0.25,0.56,"IVH_RVRI_90_0.05, IVH_RVRI_80_0.05, Shape_surface_0.05, NGTDM_strength_0.05, Shape_surfVolRatio_0.05, IVH_AVRI_90_0.05, Shape_centroidDistance_0.05"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,64,5,0.66,0.37,0.24,0.44,"IVH_RVRI_90_64, NGLDM_HGSDE_64, IVH_RVRI_80_64, IVH_AVRI_90_64, Stats_range_64"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,9,0.66,0.5,0.36,0.57,"IVH_RVRI_90_32, Shape_surfVolRatio_32, Shape_centroidDistance_32, IVH_RVRI_80_32, IVH_AVRI_90_32, Shape_majoraxislength_32, GLSZM_INN_32, Shape_surface_32, Stats_cov_32"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.5,10,0.56,0.39,0.21,0.52,"Fractal_sd_0.5, IVH_RVRI_90_0.5, GLCM_clusShade_0.5, Stats_kurtosis_0.5, IH_skewness_0.5, NGTDM_busyness_0.5, IVH_RVRI_40_0.5, GLCM_sumEntro_0.5, GLCM_clusProm_0.5, GLCM_sumSquares_0.5"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.2,9,0.37,0.25,0.13,0.32,"GLCM_clusShade_0.2, IVH_RVRI_90_0.2, IVH_RVRI_70_0.2, GLCM_clusProm_0.2, Stats_skewness_0.2, IH_skewness_0.2, GLDZM_SDE_0.2, GLDZM_DZNN_0.2, IH_rMeanD_0.2"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,7,0.45,0.3,0.21,0.34,"GLDZM_DZNN_0.1, GLCM_clusShade_0.1, IVH_RVRI_90_0.1, GLCM_clusProm_0.1, Stats_skewness_0.1, IVH_RVRI_80_0.1, IH_kurtosis_0.1"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,9,0.61,0.46,0.29,0.55,"IVH_RVRI_90_0.05, GLCM_infoCorr2_0.05, Stats_kurtosis_0.05, IVH_RVRI_70_0.05, IVH_TLGRI_60_0.05, Stats_skewness_0.05, IVH_RVRI_40_0.05, GLCM_clusProm_0.05, IVH_RVRI_80_0.05"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,64,8,0.5,0.29,0.17,0.37,"Stats_var_64, Stats_std_64, NGLDM_HGSDE_64, IVH_RVRI_90_64, GLCM_clusShade_64, IVH_TLGRI_60_64, IVH_RVRI_40_64, IVH_RVRI_60_64"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,32,10,0.54,0.31,0.19,0.38,"NGLDM_HGSDE_32, Stats_var_32, Stats_skewness_32, GLDZM_HISDE_32, IVH_RVRI_90_32, Stats_qcod_32, IVH_RVRI_70_32, IVH_RVRI_80_32, Stats_meanD_32, IVH_TLGRI_60_32"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBW,0.5,10,0.6,0.49,0.28,0.62,"IVH_RVRI_80_0.5, IVH_RVRI_70_0.5, IVH_RVRI_60_0.5, IVH_RVRI_50_0.5, NGLDM_DN_0.5, IVH_RVRI_40_0.5, GLCM_clusShade_0.5, IH_maxGrad_0.5, GLDZM_LDE_0.5, GLDZM_SDE_0.5"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBW,0.2,9,0.64,0.5,0.28,0.62,"IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, IVH_RVRI_50_0.2, IVH_RVRI_60_0.2, NGLDM_DN_0.2, GLSZM_SZN_0.2, GLCM_clusShade_0.2, Shape_centroidDistance_0.2, Shape_areaDensityBE_0.2"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBW,0.1,10,0.64,0.5,0.29,0.61,"IVH_RVRI_70_0.1, IVH_RVRI_60_0.1, IVH_RVRI_80_0.1, IVH_RVRI_50_0.1, GLSZM_SZN_0.1, IVH_RVRI_40_0.1, Shape_centroidDistance_0.1, GLCM_clusShade_0.1, Stats_skewness_0.1, NGLDM_DN_0.1"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBW,0.05,4,0.57,0.44,0.25,0.55,"IVH_RVRI_80_0.05, IVH_RVRI_70_0.05, IVH_RVRI_60_0.05, GLCM_maxProb_0.05"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBN,64,5,0.61,0.48,0.27,0.61,"IVH_RVRI_80_64, IVH_RVRI_70_64, IVH_RVRI_60_64, GLCM_average_64, GLDZM_HIE_64"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Clinical,FBN,32,10,0.55,0.37,0.23,0.45,"IVH_RVRI_80_32, IVH_RVRI_60_32, NGTDM_busyness_32, IVH_RVRI_70_32, IVH_RVRI_50_32, GLCM_average_32, GLRLM_SRHGE_32, GLCM_sumAvg_32, GLRLM_HGRE_32, GLCM_autocorr_32"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBW,0.5,9,0.63,0.42,0.28,0.5,"IVH_RVRI_80_0.5, IVH_RVRI_70_0.5, GLSZM_LISAE_0.5, Shape_centroidDistance_0.5, IVH_RVRI_50_0.5, IH_kurtosis_0.5, GLDZM_LISDE_0.5, NGLDM_LGSDE_0.5, GLDZM_LILDE_0.5"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBW,0.2,6,0.66,0.51,0.28,0.65,"IVH_RVRI_70_0.2, Shape_centroidDistance_0.2, IVH_RVRI_50_0.2, IVH_RVRI_80_0.2, IVH_RVRI_90_0.2, Shape_elongation_0.2"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBW,0.1,10,0.67,0.49,0.31,0.58,"IVH_RVRI_80_0.1, IVH_RVRI_70_0.1, Shape_elongation_0.1, NGLDM_HGLDE_0.1, IVH_RVRI_90_0.1, Shape_centroidDistance_0.1, IVH_RVRI_50_0.1, IVH_RVRI_60_0.1, GLSZM_HILAE_0.1, GLRLM_LRLGE_0.1"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBW,0.05,10,0.68,0.5,0.31,0.61,"IVH_RVRI_80_0.05, Shape_elongation_0.05, IVH_RVRI_70_0.05, IVH_RVRI_50_0.05, NGLDM_SM2_0.05, IVH_TLGRI_90_0.05, IVH_TLGRI_80_0.05, Shape_centroidDistance_0.05, Stats_qcod_0.05, IH_p10_0.05"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBN,64,3,0.62,0.41,0.28,0.47,"IVH_RVRI_80_64, IVH_RVRI_70_64, IVH_RVRI_90_64"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Interpolation,FBN,32,8,0.59,0.42,0.25,0.53,"NGLDM_SM2_32, GLRLM_GLNN_32, IVH_RVRI_60_32, IVH_RVRI_80_32, Stats_cov_32, NGLDM_GLNN_32, NGLDM_LGLDE_32, GLDZM_INN_32"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBW,0.5,6,0.52,0.34,0.19,0.44,"NGLDM_DN_0.5, GLCM_clusShade_0.5, GLDZM_SDE_0.5, IVH_RVRI_70_0.5, GLDZM_LDE_0.5, GLSZM_LILAE_0.5"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBW,0.2,9,0.44,0.21,0.13,0.26,"GLSZM_LAE_0.2, IH_maxGrad_0.2, NGTDM_complexity_0.2, NGLDM_DN_0.2, GLCM_clusShade_0.2, GLDZM_DZV_0.2, IVH_TLGRI_60_0.2, IVH_RVRI_60_0.2, GLCM_clusProm_0.2"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBW,0.1,4,0.41,0.17,0.11,0.21,"GLSZM_HILAE_0.1, GLDZM_DZNN_0.1, GLCM_clusProm_0.1, NGLDM_HGLDE_0.1"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBW,0.05,7,0.64,0.48,0.29,0.59,"GLCM_clusShade_0.05, IVH_RVRI_80_0.05, IVH_RVRI_40_0.05, IVH_RVRI_70_0.05, Shape_compactness3_0.05, NGTDM_busyness_0.05, GLSZM_LAE_0.05"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBN,64,10,0.5,0.37,0.2,0.47,"Stats_qcod_64, IVH_RVRI_70_64, GLDZM_HILDE_64, GLDZM_DZNN_64, IVH_RVRI_40_64, IVH_RVRI_80_64, GLDZM_LDE_64, IVH_TLGRI_60_64, GLDZM_DZV_64, GLDZM_SDE_64"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Combat harmonization,FBN,32,10,0.5,0.35,0.2,0.44,"IVH_RVRI_80_32, IVH_TLGRI_60_32, GLCM_maxProb_32, Stats_qcod_32, GLDZM_DZV_32, IH_p90_32, NGTDM_busyness_32, GLDZM_LDE_32, GLDZM_LIE_32, IVH_RVRI_70_32"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.5,10,0.71,0.52,0.36,0.6,"IVH_RVRI_90_0.5, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IH_kurtosis_0.5, IVH_RVRI_50_0.5, IVH_AVRI_90_0.5, IVH_RVRI_40_0.5, GLCM_clusShade_0.5, Shape_areaDensityBE_0.5, IVH_RVRI_80_0.5"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.2,6,0.56,0.36,0.26,0.41,"IVH_RVRI_90_0.2, GLCM_clusShade_0.2, IVH_RVRI_60_0.2, IVH_RVRI_50_0.2, IH_skewness_0.2, IVH_RVRI_80_0.2"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.1,7,0.73,0.48,0.34,0.55,"IVH_AVRI_90_0.1, IVH_RVRI_70_0.1, IVH_RVRI_60_0.1, IVH_RVRI_50_0.1, IVH_RVRI_80_0.1, IVH_RVRI_90_0.1, GLCM_clusShade_0.1"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.05,10,0.74,0.54,0.34,0.63,"IVH_RVRI_90_0.05, IVH_RVRI_60_0.05, IVH_RVRI_50_0.05, GLCM_clusShade_0.05, IVH_RVRI_70_0.05, IVH_AVRI_90_0.05, IVH_RVRI_40_0.05, IVH_TLGRI_90_0.05, IVH_RVRI_80_0.05, IVH_AVRI_80_0.05"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBN,64,6,0.48,0.32,0.2,0.38,"NGLDM_HGSDE_64, IVH_RVRI_60_64, IVH_RVRI_50_64, Shape_areaDensityBB_64, IVH_RVRI_70_64, GLSZM_HIE_64"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Clinical,FBN,32,10,0.46,0.23,0.16,0.26,"IVH_RVRI_60_32, NGLDM_HGSDE_32, GLSZM_HISAE_32, IVH_RVRI_90_32, GLSZM_INN_32, GLDZM_INN_32, IVH_RVRI_50_32, IH_p90_32, IVH_RVRI_40_32, GLDZM_HIE_32"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.5,8,0.67,0.47,0.28,0.57,"IVH_RVRI_90_0.5, IVH_RVRI_80_0.5, GLCM_infoCorr2_0.5, GLCM_sumEntro_0.5, IVH_AVRI_90_0.5, GLCM_sumVar_0.5, Shape_flatness_0.5, Shape_areaDensityBB_0.5"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,4,0.59,0.35,0.26,0.4,"IVH_RVRI_90_0.2, IVH_RVRI_80_0.2, IVH_AVRI_90_0.2, IVH_RVRI_70_0.2"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,7,0.52,0.25,0.18,0.29,"IVH_RVRI_90_0.1, IVH_RVRI_80_0.1, IVH_AVRI_90_0.1, GLCM_clusShade_0.1, Shape_areaDensityBB_0.1, IVH_RVRI_70_0.1, Shape_leastaxislength_0.1"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,6,0.61,0.39,0.21,0.51,"IVH_RVRI_90_0.05, IVH_RVRI_80_0.05, IVH_AVRI_90_0.05, NGTDM_strength_0.05, GLCM_clusShade_0.05, IVH_RVRI_70_0.05"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,64,10,0.53,0.28,0.16,0.34,"IVH_RVRI_90_64, IVH_RVRI_80_64, NGLDM_HGSDE_64, Shape_maxDiameter2D2_64, IH_p90_64, GLDZM_HIE_64, GLSZM_HISAE_64, Stats_range_64, GLDZM_HISDE_64, Shape_areaDensityBB_64"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,9,0.58,0.37,0.22,0.46,"IVH_RVRI_90_32, IVH_RVRI_80_32, Stats_meanD_32, Shape_centroidDistance_32, GLDZM_INN_32, Shape_majoraxislength_32, IVH_AVRI_90_32, Shape_elongation_32, GLSZM_INN_32"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.5,10,0.55,0.4,0.21,0.54,"Fractal_sd_0.5, IVH_RVRI_90_0.5, GLCM_clusShade_0.5, GLCM_clusProm_0.5, IVH_RVRI_80_0.5, IVH_RVRI_70_0.5, GLCM_entrop2_0.5, GLCM_sumEntro_0.5, GLCM_clusTend_0.5, GLCM_sumSquares_0.5"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.2,10,0.4,0.22,0.12,0.28,"GLCM_clusShade_0.2, IVH_RVRI_90_0.2, GLCM_clusProm_0.2, GLDZM_HILDE_0.2, IH_skewness_0.2, Stats_skewness_0.2, IVH_RVRI_70_0.2, GLRLM_RE_0.2, IH_rMeanD_0.2, Fractal_sd_0.2"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,10,0.46,0.29,0.18,0.35,"GLDZM_DZNN_0.1, GLCM_clusShade_0.1, IVH_RVRI_90_0.1, GLCM_clusProm_0.1, Stats_skewness_0.1, GLDZM_HILDE_0.1, IVH_RVRI_80_0.1, GLDZM_SDE_0.1, GLCM_sumSquares_0.1, Stats_kurtosis_0.1"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,10,0.51,0.32,0.21,0.37,"IVH_RVRI_90_0.05, GLCM_sumVar_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, GLDZM_LDE_0.05, IVH_TLGRI_60_0.05, GLCM_clusProm_0.05, GLDZM_HILDE_0.05, Stats_skewness_0.05, IVH_AVRI_80_0.05"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,64,8,0.58,0.36,0.23,0.43,"NGLDM_HGSDE_64, Stats_var_64, Stats_std_64, IVH_RVRI_70_64, GLCM_clusShade_64, IH_skewness_64, IVH_TLGRI_60_64, Stats_range_64"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,32,7,0.49,0.29,0.16,0.37,"NGLDM_HGSDE_32, GLDZM_HISDE_32, Stats_var_32, Stats_skewness_32, IVH_RVRI_70_32, IVH_RVRI_80_32, Stats_meanD_32"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Clinical,FBW,0.5,1,0.48,0.4,0.18,0.59,GLDZM_DZNN_0.5
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Clinical,FBW,0.2,10,0.64,0.48,0.2,0.76,"GLSZM_LILAE_0.2, NGTDM_coarseness_0.2, GLCM_clusShade_0.2, Shape_elongation_0.2, IH_maxGrad_0.2, Age, GLDZM_DZNN_0.2, Metastasis, Histology, IVH_RVRI_60_0.2"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Clinical,FBW,0.1,1,0.44,0.34,0.19,0.46,IVH_RVRI_60_0.1
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Clinical,FBW,0.05,8,0.53,0.4,0.19,0.57,"IVH_RVRI_40_0.05, IH_mode_0.05, Shape_maxDiameter2D2_0.05, Age, GLCM_energy_0.05, Metastasis, Histology, IVH_RVRI_60_0.05"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Clinical,FBN,64,1,0.44,0.34,0.19,0.46,IVH_RVRI_60_64
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Clinical,FBN,32,1,0.44,0.34,0.19,0.46,IVH_RVRI_60_32
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Interpolation,FBW,0.5,5,0.48,0.47,0.17,0.86,"GLCM_clusShade_0.5, IVH_RVRI_20_0.5, IH_mode_0.5, Shape_elongation_0.5, GLDZM_DZV_0.5"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Interpolation,FBW,0.2,7,0.53,0.54,0.19,0.97,"GLCM_clusShade_0.2, GLSZM_LILAE_0.2, IVH_RVRI_10_0.2, Stats_qcod_0.2, IH_maxGradI_0.2, Shape_areaDensityBB_0.2, Shape_maxDiameter3D_0.2"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Interpolation,FBW,0.1,7,0.54,0.52,0.19,0.95,"GLDZM_DZNN_0.1, GLCM_clusShade_0.1, IVH_RVRI_10_0.1, IH_mode_0.1, Stats_qcod_0.1, Shape_areaDensityBB_0.1, Shape_maxDiameter3D_0.1"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Interpolation,FBW,0.05,9,0.58,0.51,0.19,0.94,"IVH_RVRI_90_0.05, Shape_areaDensityBB_0.05, IVH_AVRI_20_0.05, Shape_elongation_0.05, Stats_qcod_0.05, IH_mode_0.05, GLCM_clusShade_0.05, IVH_RVRI_10_0.05, Shape_maxDiameter3D_0.05"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Interpolation,FBN,64,10,0.55,0.51,0.18,0.94,"NGTDM_contrast_64, IVH_RVRI_10_64, Shape_elongation_64, GLDZM_HISDE_64, IVH_AIRV_40_64, GLCM_sumSquares_64, GLDZM_HILDE_64, IVH_RVRI_40_64, Shape_areaDensityBB_64, Shape_maxDiameter3D_64"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Interpolation,FBN,32,6,0.59,0.51,0.19,0.93,"Stats_qcod_32, GLCM_energy_32, Shape_elongation_32, IVH_RVRI_10_32, GLDZM_LILDE_32, Shape_maxDiameter3D_32"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Combat harmonization,FBW,0.5,10,0.51,0.39,0.17,0.59,"IVH_RVRI_10_0.5, NGTDM_coarseness_0.5, GLCM_clusShade_0.5, IVH_RVRI_70_0.5, GLSZM_HILAE_0.5, GLDZM_SDE_0.5, IH_mode_0.5, Shape_elongation_0.5, Fractal_average_0.5, GLDZM_DZNN_0.5"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Combat harmonization,FBW,0.2,3,0.53,0.45,0.17,0.75,"NGLDM_LGLDE_0.2, Shape_volumeDensityBB_0.2, GLDZM_DZNN_0.2"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Combat harmonization,FBW,0.1,5,0.4,0.34,0.15,0.55,"IVH_RVRI_60_0.1, Shape_areaDensityBB_0.1, IVH_RVRI_10_0.1, GLDZM_HISDE_0.1, GLDZM_DZNN_0.1"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Combat harmonization,FBW,0.05,7,0.36,0.32,0.14,0.49,"GLDZM_LDE_0.05, NGTDM_busyness_0.05, IVH_RVRI_70_0.05, IH_mode_0.05, Shape_volumeDensityBB_0.05, GLCM_diffAvrg_0.05, GLDZM_DZNN_0.05"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Combat harmonization,FBN,64,10,0.52,0.39,0.19,0.56,"GLCM_energy_64, IVH_RVRI_40_64, GLDZM_HILDE_64, IVH_RVRI_10_64, IH_maxGrad_64, Shape_volumeDensityBB_64, IVH_RVRI_70_64, GLCM_clusTend_64, IVH_AIRV_30_64, GLDZM_DZNN_64"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Combat harmonization,FBN,32,6,0.53,0.39,0.18,0.57,"GLCM_energy_32, Shape_volumeDensityBB_32, IVH_RVRI_40_32, IVH_AIRV_30_32, NGLDM_HGLDE_32, GLDZM_DZNN_32"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.5,1,0.43,0.31,0.17,0.41,IVH_RVRI_50_0.5
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.2,1,0.43,0.31,0.17,0.41,IVH_RVRI_50_0.2
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.1,1,0.43,0.31,0.17,0.41,IVH_RVRI_50_0.1
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.05,1,0.43,0.31,0.17,0.41,IVH_RVRI_50_0.05
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Clinical,FBN,64,10,0.63,0.43,0.27,0.5,"IVH_AIRV_30_64, IVH_RVRI_40_64, Shape_areaDensityBB_64, IH_p90_64, GLDZM_DZNN_64, Age, GLCM_sumSquares_64, Metastasis, Histology, IVH_RVRI_50_64"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Clinical,FBN,32,10,0.58,0.39,0.24,0.48,"Stats_medianD_32, IH_p90_32, IVH_TLGRI_30_32, NGTDM_strength_32, Age, Shape_volumeDensityBE_32, GLCM_sumSquares_32, Metastasis, Histology, IVH_RVRI_50_32"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.5,7,0.45,0.26,0.16,0.31,"GLDZM_LDE_0.5, Shape_flatness_0.5, Stats_kurtosis_0.5, IH_mode_0.5, Shape_areaDensityBB_0.5, Shape_compactness_0.5, GLCM_infoCorr2_0.5"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,8,0.52,0.39,0.17,0.6,"GLCM_infoCorr2_0.2, Stats_kurtosis_0.2, Shape_areaDensityBB_0.2, GLCM_maxCorr_0.2, GLCM_clusShade_0.2, Shape_leastaxislength_0.2, IVH_TLGRI_80_0.2, GLDZM_DZE_0.2"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,10,0.44,0.31,0.15,0.44,"GLCM_maxCorr_0.1, IVH_RVRI_20_0.1, IH_mode_0.1, Shape_flatness_0.1, GLDZM_DZNN_0.1, GLCM_infoCorr2_0.1, IH_kurtosis_0.1, Shape_volumeDensityBB_0.1, NGTDM_strength_0.1, GLDZM_LDE_0.1"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,3,0.43,0.28,0.14,0.39,"NGTDM_strength_0.05, Shape_flatness_0.05, GLDZM_LDE_0.05"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,64,7,0.52,0.34,0.19,0.42,"Fractal_average_64, IH_skewness_64, IH_p90_64, Shape_volumeDensityBB_64, GLCM_clusTend_64, Stats_range_64, GLDZM_DZV_64"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,7,0.45,0.35,0.16,0.51,"Stats_skewness_32, IH_p90_32, GLDZM_DZNN_32, Shape_maxDiameter2D2_32, NGTDM_strength_32, Stats_medianD_32, NGLDM_DV_32"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.5,3,0.43,0.36,0.14,0.63,"GLSZM_LISAE_0.5, NGLDM_SM_0.5, GLCM_entrop2_0.5"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.2,6,0.43,0.3,0.16,0.41,"Stats_skewness_0.2, GLDZM_SDE_0.2, GLCM_infoCorr2_0.2, Fractal_sd_0.2, IH_skewness_0.2, NGLDM_DN_0.2"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,3,0.41,0.34,0.15,0.52,"Stats_skewness_0.1, Fractal_sd_0.1, GLDZM_DZNN_0.1"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,10,0.44,0.44,0.16,0.76,"GLCM_clusShade_0.05, NGTDM_busyness_0.05, IVH_RVRI_50_0.05, Stats_skewness_0.05, GLDZM_LDE_0.05, NGTDM_strength_0.05, IH_minGradI_0.05, Shape_volumeDensityBE_0.05, Fractal_lacunarity_0.05, GLDZM_DZNN_0.05"
Mix,Naive Bayes,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,64,10,0.54,0.4,0.19,0.58,"IH_p90_64, Shape_volumeDensityBB_64, Stats_medianD_64, IVH_RVRI_10_64, IH_var_64, GLDZM_DZNN_64, IVH_TLGRI_80_64, IH_skewness_64, Stats_std_64, IH_maxGrad_64"
